client#,Round#,Training Loss,ACC,Pre,Recall,f1-score
6,78,2.7321025e-07,1.0,1.0,1.0,1.0
7,78,2.4183748e-07,1.0,1.0,1.0,1.0
8,78,2.617539e-07,1.0,1.0,1.0,1.0
9,78,3.4752813e-07,1.0,1.0,1.0,1.0
10,78,2.6041857e-07,1.0,1.0,1.0,1.0
1,79,2.8175316e-07,1.0,1.0,1.0,1.0
2,79,2.8465024e-07,1.0,1.0,1.0,1.0
3,79,2.3668987e-07,1.0,1.0,1.0,1.0
4,79,3.2185423e-07,1.0,1.0,1.0,1.0
5,79,2.0802158e-07,1.0,1.0,1.0,1.0
6,79,1.9000699e-07,1.0,1.0,1.0,1.0
7,79,2.1060566e-07,1.0,1.0,1.0,1.0
8,79,2.3126908e-07,1.0,1.0,1.0,1.0
9,79,2.0937543e-07,1.0,1.0,1.0,1.0
10,79,0.0004980276,0.9996825396825397,0.9996747967479674,0.9996652192183779,0.9996696029224804
1,80,7.34879e-07,1.0,1.0,1.0,1.0
2,80,6.4826247e-07,1.0,1.0,1.0,1.0
3,80,3.7518205e-07,1.0,1.0,1.0,1.0
4,80,3.604132e-07,1.0,1.0,1.0,1.0
5,80,2.491642e-05,1.0,1.0,1.0,1.0
6,80,3.0121706e-07,1.0,1.0,1.0,1.0
7,80,9.357873e-06,1.0,1.0,1.0,1.0
8,80,3.8171306e-06,1.0,1.0,1.0,1.0
9,80,3.9725018e-07,1.0,1.0,1.0,1.0
10,80,2.5800855e-07,1.0,1.0,1.0,1.0
1,81,2.8776088e-07,1.0,1.0,1.0,1.0
2,81,6.2577215e-07,1.0,1.0,1.0,1.0
3,81,2.49755e-07,1.0,1.0,1.0,1.0
4,81,2.8186919e-06,1.0,1.0,1.0,1.0
5,81,0.00010860481,1.0,1.0,1.0,1.0
6,81,5.61684e-07,1.0,1.0,1.0,1.0
7,81,2.6726605e-07,1.0,1.0,1.0,1.0
8,81,4.3064733e-07,1.0,1.0,1.0,1.0
9,81,6.263597e-07,1.0,1.0,1.0,1.0
10,81,2.5553703e-07,1.0,1.0,1.0,1.0
1,82,5.7780244e-07,1.0,1.0,1.0,1.0
2,82,3.5677445e-07,1.0,1.0,1.0,1.0
3,82,3.887883e-07,1.0,1.0,1.0,1.0
4,82,2.88945e-07,1.0,1.0,1.0,1.0
5,82,2.8121804e-07,1.0,1.0,1.0,1.0
6,82,1.2704612e-06,1.0,1.0,1.0,1.0
7,82,1.859104e-07,1.0,1.0,1.0,1.0
8,82,2.7031838e-05,1.0,1.0,1.0,1.0
9,82,4.9121934e-07,1.0,1.0,1.0,1.0
10,82,2.8593638e-07,1.0,1.0,1.0,1.0
1,83,4.1010102e-07,1.0,1.0,1.0,1.0
2,83,5.348381e-07,1.0,1.0,1.0,1.0
3,83,3.3911823e-07,1.0,1.0,1.0,1.0
4,83,1.3039052e-06,1.0,1.0,1.0,1.0
5,83,2.4878236e-07,1.0,1.0,1.0,1.0
6,83,4.7606463e-07,1.0,1.0,1.0,1.0
7,83,0.0010645955,0.9998412698412699,0.9998381877022654,0.99983922829582,0.9998385778171525
8,83,3.7222614e-07,1.0,1.0,1.0,1.0
9,83,3.5698577e-07,1.0,1.0,1.0,1.0
10,83,2.587729e-07,1.0,1.0,1.0,1.0
1,84,2.8063928e-07,1.0,1.0,1.0,1.0
2,84,3.2526148e-07,1.0,1.0,1.0,1.0
3,84,2.5752425e-07,1.0,1.0,1.0,1.0
4,84,2.474572e-07,1.0,1.0,1.0,1.0
5,84,2.3362504e-07,1.0,1.0,1.0,1.0
6,84,2.2565727e-07,1.0,1.0,1.0,1.0
7,84,1.8446332e-07,1.0,1.0,1.0,1.0
8,84,2.010497e-07,1.0,1.0,1.0,1.0
9,84,1.7720645e-07,1.0,1.0,1.0,1.0
10,84,8.642777e-05,1.0,1.0,1.0,1.0
1,85,2.9340157e-07,1.0,1.0,1.0,1.0
2,85,4.451323e-07,1.0,1.0,1.0,1.0
3,85,2.9362636e-07,1.0,1.0,1.0,1.0
4,85,3.6583444e-07,1.0,1.0,1.0,1.0
5,85,2.6601495e-07,1.0,1.0,1.0,1.0
6,85,1.9939257e-07,1.0,1.0,1.0,1.0
7,85,2.0626437e-07,1.0,1.0,1.0,1.0
8,85,2.2290415e-07,1.0,1.0,1.0,1.0
9,85,0.004604565,0.9987301587301587,0.9988539274530837,0.9986729965180711,0.9987606327350113
10,85,6.0058477e-07,1.0,1.0,1.0,1.0
1,86,2.7907657e-07,1.0,1.0,1.0,1.0
2,86,2.8736522e-07,1.0,1.0,1.0,1.0
3,86,2.4597145e-07,1.0,1.0,1.0,1.0
4,86,2.5660495e-07,1.0,1.0,1.0,1.0
5,86,2.5357235e-07,1.0,1.0,1.0,1.0
6,86,1.7842648e-07,1.0,1.0,1.0,1.0
7,86,1.0388994e-06,1.0,1.0,1.0,1.0
8,86,2.1708662e-07,1.0,1.0,1.0,1.0
9,86,0.00024985636,0.9998412698412699,0.9998470948012234,0.9998502994011975,0.9998485825388501
10,86,2.0550812e-07,1.0,1.0,1.0,1.0
1,87,3.189662e-07,1.0,1.0,1.0,1.0
2,87,3.8702137e-07,1.0,1.0,1.0,1.0
3,87,3.072771e-07,1.0,1.0,1.0,1.0
4,87,3.3456135e-07,1.0,1.0,1.0,1.0
5,87,2.5921835e-07,1.0,1.0,1.0,1.0
6,87,3.0339433e-07,1.0,1.0,1.0,1.0
7,87,2.1274383e-07,1.0,1.0,1.0,1.0
8,87,2.0822979e-07,1.0,1.0,1.0,1.0
9,87,2.760649e-07,1.0,1.0,1.0,1.0
10,87,1.5364772e-07,1.0,1.0,1.0,1.0
1,88,1.7688428e-07,1.0,1.0,1.0,1.0
2,88,2.3169368e-07,1.0,1.0,1.0,1.0
3,88,2.2470424e-07,1.0,1.0,1.0,1.0
4,88,0.007900464,0.9973015873015874,0.9973330055139119,0.9972901913078841,0.9972967877554609
5,88,4.2248433e-07,1.0,1.0,1.0,1.0
6,88,2.4658672e-07,1.0,1.0,1.0,1.0
7,88,2.1235587e-07,1.0,1.0,1.0,1.0
8,88,2.9095605e-07,1.0,1.0,1.0,1.0
9,88,2.8433683e-07,1.0,1.0,1.0,1.0
10,88,1.5337345e-07,1.0,1.0,1.0,1.0
1,89,6.0848413e-07,1.0,1.0,1.0,1.0
2,89,9.666185e-07,1.0,1.0,1.0,1.0
3,89,2.447994e-07,1.0,1.0,1.0,1.0
4,89,2.519049e-07,1.0,1.0,1.0,1.0
5,89,0.0041386588,0.9993650793650793,0.9993524970911262,0.9993325240707416,0.9993421240590175
6,89,0.00011870888,1.0,1.0,1.0,1.0
7,89,2.1234591e-07,1.0,1.0,1.0,1.0
8,89,2.454507e-07,1.0,1.0,1.0,1.0
9,89,4.0758727e-07,1.0,1.0,1.0,1.0
10,89,1.7494477e-07,1.0,1.0,1.0,1.0
1,90,2.4127806e-07,1.0,1.0,1.0,1.0
2,90,3.3288688e-07,1.0,1.0,1.0,1.0
3,90,2.1262073e-07,1.0,1.0,1.0,1.0
4,90,2.584572e-07,1.0,1.0,1.0,1.0
5,90,1.8184308e-07,1.0,1.0,1.0,1.0
6,90,2.0797438e-07,1.0,1.0,1.0,1.0
7,90,1.851347e-07,1.0,1.0,1.0,1.0
8,90,1.8067841e-07,1.0,1.0,1.0,1.0
9,90,6.296063e-07,1.0,1.0,1.0,1.0
10,90,2.415458e-05,1.0,1.0,1.0,1.0
1,91,3.393393e-07,1.0,1.0,1.0,1.0
2,91,5.483842e-07,1.0,1.0,1.0,1.0
3,91,2.6174953e-07,1.0,1.0,1.0,1.0
4,91,2.487622e-07,1.0,1.0,1.0,1.0
5,91,1.884758e-07,1.0,1.0,1.0,1.0
6,91,0.00042784857,0.9998412698412699,0.9998585572842998,0.999847792998478,0.9998530671293488
7,91,8.1953774e-05,1.0,1.0,1.0,1.0
8,91,3.7144085e-07,1.0,1.0,1.0,1.0
9,91,3.3237058e-07,1.0,1.0,1.0,1.0
10,91,1.8966794e-07,1.0,1.0,1.0,1.0
1,92,3.2665818e-07,1.0,1.0,1.0,1.0
2,92,3.2255883e-07,1.0,1.0,1.0,1.0
3,92,2.3332092e-07,1.0,1.0,1.0,1.0
4,92,2.4622866e-06,1.0,1.0,1.0,1.0
5,92,2.4435215e-07,1.0,1.0,1.0,1.0
6,92,2.3738245e-07,1.0,1.0,1.0,1.0
7,92,1.8206931e-07,1.0,1.0,1.0,1.0
8,92,0.0030850777,0.9987301587301587,0.998749798732792,0.9986624005532244,0.9987036421076505
9,92,2.7849325e-07,1.0,1.0,1.0,1.0
10,92,2.0559045e-07,1.0,1.0,1.0,1.0
1,93,3.2600704e-07,1.0,1.0,1.0,1.0
2,93,3.4581183e-07,1.0,1.0,1.0,1.0
3,93,2.525381e-07,1.0,1.0,1.0,1.0
4,93,2.3903144e-07,1.0,1.0,1.0,1.0
5,93,1.9020742e-07,1.0,1.0,1.0,1.0
6,93,2.8005232e-07,1.0,1.0,1.0,1.0
7,93,1.8024322e-07,1.0,1.0,1.0,1.0
8,93,2.4734413e-07,1.0,1.0,1.0,1.0
9,93,1.7972917e-06,1.0,1.0,1.0,1.0
10,93,0.0001313792,1.0,1.0,1.0,1.0
1,94,3.4779558e-07,1.0,1.0,1.0,1.0
2,94,3.5613144e-07,1.0,1.0,1.0,1.0
3,94,2.3691588e-07,1.0,1.0,1.0,1.0
4,94,2.9370278e-07,1.0,1.0,1.0,1.0
5,94,3.1003344e-07,1.0,1.0,1.0,1.0
6,94,1.8804064e-07,1.0,1.0,1.0,1.0
7,94,1.6517167e-07,1.0,1.0,1.0,1.0
8,94,0.0016662915,0.9990476190476191,0.9990564862211102,0.9989665316399947,0.9990093119702694
9,94,0.0005241475,0.9998412698412699,0.9998349834983499,0.9998484848484848,0.9998416086054733
10,94,2.8444254e-07,1.0,1.0,1.0,1.0
1,95,2.524716e-07,1.0,1.0,1.0,1.0
2,95,3.2076974e-07,1.0,1.0,1.0,1.0
3,95,2.782161e-07,1.0,1.0,1.0,1.0
4,95,2.4364394e-07,1.0,1.0,1.0,1.0
5,95,2.1405356e-07,1.0,1.0,1.0,1.0
6,95,2.1576219e-07,1.0,1.0,1.0,1.0
7,95,1.6695033e-07,1.0,1.0,1.0,1.0
8,95,1.8507875e-07,1.0,1.0,1.0,1.0
9,95,2.0408814e-07,1.0,1.0,1.0,1.0
10,95,1.434108e-07,1.0,1.0,1.0,1.0
1,96,1.7277829e-07,1.0,1.0,1.0,1.0
2,96,2.391923e-05,1.0,1.0,1.0,1.0
3,96,1.4155695e-06,1.0,1.0,1.0,1.0
4,96,3.048093e-07,1.0,1.0,1.0,1.0
5,96,2.6181652e-07,1.0,1.0,1.0,1.0
6,96,2.6274694e-07,1.0,1.0,1.0,1.0
7,96,1.7854033e-07,1.0,1.0,1.0,1.0
8,96,2.2446703e-07,1.0,1.0,1.0,1.0
9,96,2.1813875e-07,1.0,1.0,1.0,1.0
10,96,1.4071438e-07,1.0,1.0,1.0,1.0
1,97,2.668267e-07,1.0,1.0,1.0,1.0
2,97,2.9576094e-07,1.0,1.0,1.0,1.0
3,97,1.851157e-07,1.0,1.0,1.0,1.0
4,97,1.9671569e-07,1.0,1.0,1.0,1.0
